time,count
1512950400,0.0
1513555200,0.0
1514160000,0.0
1514764800,0.000257974358
1515369600,0.00057164872
1515974400,0.000831551998
1516579200,0.001356827551
1517184000,0.001989888119
1517788800,0.002695837053
1518393600,0.003239171393
1518998400,0.003259058834
1519603200,0.003862288999
1520208000,0.015561636182
1520812800,0.058682082444
1521417600,0.130816791477
1522022400,0.25981570163
1523836800,0.407664464662
1524441600,0.432022803469
1525046400,0.435126728621
1525651200,0.444695673423
1526256000,0.452362050478
1526860800,0.467219374028
1527465600,0.469744529046
1528070400,0.476517390359
1528675200,0.498212462371
1529280000,0.525776946122
1529884800,0.514896172645
1530489600,0.505311741238
1531094400,0.506227295411
1531699200,0.526002806318
1532304000,0.537663513039
1532908800,0.528308440304
1533513600,0.524322328207
1534118400,0.522333259039
1534723200,0.547383730771
1535328000,0.556653436835
1535932800,0.562294902291
1536537600,0.568123079867
1537142400,0.588015363941
1537747200,0.603799675029
1538352000,0.605989621341
1538956800,0.607140522067
1539561600,0.59155185806
1540166400,0.608845898646
1540771200,0.623602023142
1541376000,0.624584833054
1541980800,0.61548188466
1542585600,0.594388113041
1543190400,0.641452650155
1543795200,0.631259460282
