time,count
1512950400,0.0
1513555200,0.0
1514160000,0.0
1514764800,0.004702194357
1515369600,0.011904761905
1515974400,0.018994413408
1516579200,0.021978021978
1517184000,0.024159663866
1517788800,0.026796589525
1518393600,0.027576197388
1518998400,0.03309352518
1519603200,0.036931818182
1520208000,0.052545155993
1520812800,0.064784053156
1521417600,0.075342465753
1522022400,0.075630252101
1523836800,0.131493506494
1524441600,0.137795275591
1525046400,0.149709302326
1525651200,0.170382165605
1526256000,0.166956521739
1526860800,0.165454545455
1527465600,0.170498084291
1528070400,0.166666666667
1528675200,0.171171171171
1529280000,0.183673469388
1529884800,0.184014869888
1530489600,0.181286549708
1531094400,0.196296296296
1531699200,0.197368421053
1532304000,0.203094777563
1532908800,0.195856873823
1533513600,0.211320754717
1534118400,0.209615384615
1534723200,0.227045075125
1535328000,0.229430379747
1535932800,0.252857142857
1536537600,0.251360174102
1537142400,0.26008492569
1537747200,0.272727272727
1538352000,0.279956427015
1538956800,0.281737193764
1539561600,0.282442748092
1540166400,0.292340884574
1540771200,0.297693920335
1541376000,0.300213675214
1541980800,0.314875135722
1542585600,0.307578008915
1543190400,0.327491785323
1543795200,0.328358208955
