1 0.050988 338
2 0.090813 264
3 0.126867 239
4 0.162015 233
5 0.195354 221
6 0.223865 189
7 0.251471 183
8 0.276211 164
9 0.293860 117
10 0.309549 104
11 0.325238 104
12 0.339267 93
13 0.350882 77
14 0.362347 76
15 0.372002 64
16 0.380450 56
17 0.388897 56
18 0.396742 52
19 0.404435 51
20 0.411676 48
21 0.418917 48
22 0.426158 48
23 0.432946 45
24 0.439282 42
25 0.445014 38
26 0.450747 38
27 0.455121 29
28 0.459345 28
29 0.463418 27
30 0.467190 25
31 0.470961 25
32 0.474732 25
33 0.478504 25
34 0.482124 24
35 0.485744 24
36 0.489214 23
37 0.492684 23
38 0.496002 22
39 0.499321 22
40 0.502640 22
41 0.505959 22
42 0.509127 21
43 0.512294 21
44 0.515312 20
45 0.518178 19
46 0.521044 19
47 0.523759 18
48 0.526475 18
49 0.529190 18
50 0.531754 17
51 0.534319 17
52 0.536883 17
53 0.539297 16
54 0.541711 16
55 0.544124 16
56 0.546538 16
57 0.548952 16
58 0.551365 16
59 0.553779 16
60 0.556192 16
61 0.558455 15
62 0.560718 15
63 0.562830 14
64 0.564942 14
65 0.567054 14
66 0.569166 14
67 0.571278 14
68 0.573390 14
69 0.575502 14
70 0.577463 13
71 0.579424 13
72 0.581385 13
73 0.583346 13
74 0.585307 13
75 0.587268 13
76 0.589078 12
77 0.590889 12
78 0.592699 12
79 0.594509 12
80 0.596168 11
81 0.597828 11
82 0.599487 11
83 0.601146 11
84 0.602806 11
85 0.604465 11
86 0.606125 11
87 0.607784 11
88 0.609443 11
89 0.610952 10
90 0.612460 10
91 0.613969 10
92 0.615477 10
93 0.616986 10
94 0.618344 9
95 0.619701 9
96 0.621059 9
97 0.622417 9
98 0.623774 9
99 0.625132 9
100 0.626490 9
101 0.627847 9
102 0.629054 8
103 0.630261 8
104 0.631468 8
105 0.632675 8
106 0.633881 8
107 0.635088 8
108 0.636295 8
109 0.637502 8
110 0.638709 8
111 0.639916 8
112 0.641122 8
113 0.642178 7
114 0.643234 7
115 0.644290 7
116 0.645346 7
117 0.646402 7
118 0.647458 7
119 0.648514 7
120 0.649570 7
121 0.650626 7
122 0.651682 7
123 0.652738 7
124 0.653794 7
125 0.654850 7
126 0.655755 6
127 0.656660 6
128 0.657565 6
129 0.658470 6
130 0.659375 6
131 0.660281 6
132 0.661186 6
133 0.662091 6
134 0.662996 6
135 0.663901 6
136 0.664806 6
137 0.665711 6
